Alimento,Cantidad_sugerida,Unidad,Peso_bruto,Peso_neto,Energia,Proteina,Lipidos,Carbohidratos,Fibra,Vitamina_A,Acido_Ascorbico,Acido_Folico,Hierro,Potasio,Calcio,Selenio,Fosforo,Sodio,Colesterol,AG_saturados,AG_monoinsaturados,AG_poliinsaturados,Azucar,IG,CG,Grupo
Menudencias de pavo,25,g,25,25,42,6.7,1.3,0.5,0,448.8,0,0,1.7,0,3.3,23.4,0,14.8,104.5,0,0,0,0,0,0,AOAMBG
Pulpo cocido,25,g,25,25,41,7.5,0.5,1.1,0,22.5,0,0,2.4,0,26.5,22.4,0,115,24.1,0,0,0,0,0,0,AOAMBG
Corazón de res cocido,25,g,25,25,41,7.1,1.2,0,0,0,0,0,1.6,0,1.3,9.7,0,14.8,53,0,0,0,0,0,0,AOAMBG
Riñones de ternera cocidos,25,g,25,25,41,6.6,1.4,0,0,50.3,0,0,0.8,0,7.3,25,0,27.5,197.8,0,0,0,0,0,0,AOAMBG
Riñones de res cocidos,25,g,25,25,40,6.8,1.2,0,0,0,0,0,1.5,0,4.8,42,0,23.5,179,0,0,0,0,0,0,AOAMBG
Menudencias de pollo cocidas,25,g,25,25,40,6.8,1.1,0.1,0,438.3,0,0,1.8,0,3.5,14.9,0,16.8,110.5,0,0,0,0,0,0,AOAMBG
Cecina enchilada,25,g,25,25,40,6,1.6,0.2,0,0.6,0,0,1.1,0,8.8,7.1,0,275,17.5,0,0,0,0,0,0,AOAMBG
Cecina,25,g,25,25,40,6,1.6,0.2,0,0.6,0,0,1.1,0,8.8,4.7,0,275,17.5,0,0,0,0,0,0,AOAMBG
Molleja de pollo cocida,25,g,25,25,37,7.6,0.7,0,0,0,0,0,0.8,0,4.3,10.3,0,14,92.5,0,0,0,0,0,0,AOAMBG
Corazón de puerco cocido,25,g,25,25,37,5.9,1.3,0.1,0,1.7,0,0,1.5,0,1.7,4.6,0,8.7,55.2,0,0,0,0,0,0,AOAMBG
Cabrito,25,g,25,25,36,6.8,0.8,0,0,0,0,0,0.9,0,4.3,9.5,0,21.5,18.8,0,0,0,0,0,0,AOAMBG
Maciza de res,25,g,25,25,35,5.2,1.6,0,0,1.5,0,0,0.6,0,1.5,4.7,0,15.8,15.5,0,0,0,0,0,0,AOAMBG
Maciza de res en trozo,25,g,25,25,35,5.2,1.6,0,0,1.5,0,0,0.6,0,1.5,4.7,0,15.8,15.5,0,0,0,0,0,0,AOAMBG
Venado cocido (carne magra),25,g,25,23,42,6,1.8,0,0,0,0,0,0.8,0,3.2,2.3,0,17.6,22.1,0,0,0,0,0,0,AOAMBG
Coco entero,25,g,25,14,42,0.5,4.6,0.7,0,0,0,0,0,0,0,0,0,3.2,0,4.1,0.5,0.1,0,0,0,Aceites y grasas
Queso parmesano duro,20,g,20,20,78,7.2,5.2,0.6,0,21.2,0,0,0.2,0,236.8,4.5,0,320.4,13.6,0,0,0,0,0,0,AOAMG
Queso parmesano en trozo,20,g,20,20,78,7.2,5.2,0.6,0,21.2,0,0,0.2,0,236.8,4.5,0,320.4,13.6,0,0,0,0,0,0,AOAMG
Queso holandés,20,g,20,20,75,6.7,5.2,1.6,0,56.6,0,0,0.3,0,165.8,1.8,0,0,17,0,0,0,0,0,0,AOAMG
Queso de puerco,20,g,20,20,75,2,7.4,0,0,0,0,0,0,0,0,0,0,0,20,4.1,4,1,0,0,0,Aceites y grasas con proteína
"Falafel, hecho en casa",20,g,20,20,67,2.7,3.5,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas con proteína
"Hummus, de garbanzo (1 cda)",20,g,20,20,67,2.7,3.5,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas con proteína
Cacahuate cocido,20,g,20,20,64,2.7,4.4,4.3,0,0,0,0,0,0,0,0,0,150,0,0.6,2.2,1.4,0,0,0,Aceites y grasas con proteína
Jugo de fruta concentrado,20,g,20,20,45,0.8,0.3,10.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,50,5,Azúcares sin grasa
Atún horneado,20,g,20,20,37,6,1.3,0,0,151.4,0,0,0.3,0,2,9.4,0,10,9.9,0,0,0,0,0,0,AOAMBG
Corazón de ternera cocido,20,g,20,20,37,5.8,1.4,0,0,0,0,0,0.9,0,1.6,10.5,0,11.6,35.2,0,0,0,0,0,0,AOAMBG
Chocolate semi amargo,17,g,17,17,81,0.7,5.1,10.7,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,9.3,43,5,Azúcares con grasa
Chocolate blanco,15,g,15,15,81,0.9,4.8,8.9,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,8.9,44,4,Azúcares con grasa
Kkwate sabritas japonés,15,g,15,15,74,2.4,4.2,6.6,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,Aceites y grasas con proteína
Chistorra,15,g,15,15,73,1.7,7,0.7,0,0,0,0,0,0,0,0,0,156.8,25.5,0,0,0,0,0,0,Aceites y grasas con proteína
Chorizo vegetariano,15,g,15,15,70,4.1,5.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas con proteína
Harina de cacahuate,15,g,15,15,65,5.1,3.3,4.8,0,0,0,0,0,0,0,0,0,0,0,0.5,1.7,1.1,0,66,3,Aceites y grasas con proteína
Chorizo,15,g,15,15,64,3.5,5.6,0,0,0,0,0,0,0,0,0,0,11.5,16.2,2.1,2.4,0.4,0,0,0,Aceites y grasas con proteína
Fruta cristalizada,15,g,15,15,45,0.5,0.1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,103,11,Azúcares sin grasa
Cacao con cáscara,14,g,14,13,70,1.9,5.9,3.3,0,0,0,0,0,0,0,0,0,0.5,0,3.4,2.4,0.1,0,0,0,Aceites y grasas con proteína
Coroso,14,g,14,11,72,0.8,7.5,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas con proteína
Harina de ajonjolí,13,g,13,13,69,4,4.9,3.5,0,0,0,0,0,0,0,0,0,5.6,0,0.7,1.9,2.1,0,66,2,Aceites y grasas con proteína
Ate,13,g,13,13,41,0.4,0.1,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,51,5,Azúcares sin grasa
Ate de guayaba,14,g,13,13,41,0.4,0.1,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,51,5,Azúcares sin grasa
Ate de membrillo,15,g,13,13,41,0.4,0.1,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,51,5,Azúcares sin grasa
Pescado seco tipo bacalao,13,g,13,12,34,7.4,0.3,0,0,5,0,0,0.3,0,18.7,17.3,0,822.2,17.8,0,0,0,0,0,0,AOAMBG
Cacahuate con pepitas,12,g,12,12,75,2.8,6,2.4,0,0,0,0,0,0,0,0,0,144,0,0.8,2.8,2.4,0,0,0,Aceites y grasas con proteína
Nuez de la india con almendras,12,g,12,12,73,2.1,6.4,2.6,0,0,0,0,0,0,0,0,0,40.7,0,0.9,3.9,1.7,0,0,0,Aceites y grasas con proteína
Cacao pataste,12,g,12,12,72,2.1,6.5,2.6,0,0,0,0,0,0,0,0,0,0.5,0,3.6,2.5,0.1,0,0,0,Aceites y grasas con proteína
Cacahuate con cáscara,12,g,12,12,70,2.8,6,0.2,0,0,0,0,0,0,0,0,0,0.6,0,0.8,1.9,1.7,0,0,0,Aceites y grasas con proteína
Cacao sin cáscara,12,g,12,12,67,1.9,5.9,2.5,0,0,0,0,0,0,0,0,0,0.5,0,3.2,2.3,0.1,0,0,0,Aceites y grasas con proteína
Mafer tostado sazonado,12,g,12,12,66,2.7,5.4,1.7,0,0,0,0,0,0,0,0,0,76.8,0,0,0,0,0,0,0,Aceites y grasas con proteína
Nuez de la india acaramelada,12,g,12,12,64,1.7,5.6,3,0,0,0,0,0,0,0,0,0,38.6,0,1.3,3,1.3,0,0,0,Aceites y grasas con proteína
Coco fresco,12,g,12,12,42,0.4,4,1.8,0,0,0,0,0,0,0,0,0,2.4,0,3.6,0.2,0.1,0,0,0,Aceites y grasas
Harina de almendras,11,g,11,11,66,2.2,5.7,2.5,0,0,0,0,0,0,0,0,0,0.8,0,0.6,3.7,1.2,0,66,2,Aceites y grasas con proteína
Nuez picada,10,g,10,10,71,1,7.4,1.4,0,0,0,0,0,0,0,0,0,0.1,0,0.6,4.4,2.1,0,0,0,Aceites y grasas con proteína
Kkwate sabritas salado,10,g,10,10,60,2,5.2,1.2,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,Aceites y grasas con proteína
Tocino en lonja,8,g,8,8,44,0.7,4.6,0,0,0,0,0,0,0,0,0,0,54.8,5.4,1.7,2,0.5,0,0,0,Aceites y grasas
Coco,8,g,8,6,41,0.5,4.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas
Coco de aceite,8,g,8,6,41,0.5,4.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas
Coquito,8,g,8,6,41,0.5,4.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas
Coco deshidratado,6,g,6,6,40,0.4,3.9,1.5,0,0,0,0,0,0,0,0,0,2.1,0,3.5,0.2,0,0,0,0,Aceites y grasas
Lardo,5,g,5,5,45,0,5,0,0,0,0,0,0,0,0,0,0,0,4.8,2,2.1,0.5,0,0,0,Aceites y grasas
Grasa de tocino,5,g,5,5,44,0,5,0,0,0,0,0,0,0,0,0,0,0,4.8,2.2,2.1,0.6,0,0,0,Aceites y grasas
Grasas animales,5,g,5,5,44,0,5,0,0,0,0,0,0,0,0,0,0,0,4.8,2.2,2.1,0.6,0,0,0,Aceites y grasas
Grasas vegetales para cocinar,5,g,5,5,44,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.3,0.4,0,0,0,Aceites y grasas
Arenque marinado, 1/4,filete,46,46,73,8.3,4.2,0,0,12.9,0,0,0.5,0,26.2,16.8,0,41.4,27.6,0,0,0,0,0,0,AOAMG
Macarela fresca, 1/3,filete,37,37,76,6.9,5.1,0,0,18.7,0,0,0.6,0,4.3,13.5,0,33.5,25.9,0,0,0,0,0,0,AOAMG
Macarela cocida, 1/3,filete,29,29,76,6.9,5.2,0,0,15.7,0,0,0.5,0,4.4,15,0,24.1,21.9,0,0,0,0,0,0,AOAMG
Aceite en spray,5,disp. de un segundo,5,5,44,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.2,2.9,0,0,0,Aceites y grasas
Pam,5,disp. de un segundo,5,5,44,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.2,2.9,0,0,0,Aceites y grasas
Paté de pollo,8,cucharadita,35,35,71,4.7,4.6,2.4,0,0,0,0,0,0,0,0,0,134.8,137.3,1.4,1.9,0.9,0,0,0,Aceites y grasas con proteína
Pasta de anchoas,4,cucharadita,28,28,56,5.6,3.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AOABG
Pasta de langosta,4,cucharadita,28,28,52,6,2.8,0.4,0,0,0,0,0.4,0,20,0,0,0,0,0,0,0,0,0,0,AOABG
Caviar,5,cucharadita,27,27,67,6.6,4.8,1.1,0,72.2,0,0,3.2,0,73.3,17.5,0,399.8,156.6,0,0,0,0,0,0,AOAMG
Caviar negro,5,cucharadita,27,27,67,6.6,4.8,1.1,0,72.2,0,0,3.2,0,73.3,17.5,0,399.8,156.6,0,0,0,0,0,0,AOAMG
Caviar rojo,5,cucharadita,27,27,67,6.6,4.8,1.1,0,72.2,0,0,3.2,0,73.3,17.5,0,399.8,156.6,0,0,0,0,0,0,AOAMG
Salsa pesto,4,cucharadita,24,24,66,3.1,5.5,0.9,0,0,0,0,0,0,0,0,0,103.2,5.9,0,0,0,0,0,0,Aceites y grasas con proteína
Paté,5,cucharadita,22,22,69,3.1,6.1,0.3,0,0,0,0,0,0,0,0,0,105.9,0,0,0,0,0,0,0,Aceites y grasas con proteína
Aderezo vinagreta comercial,4,cucharadita,20,20,41,0,3.3,2.7,0,0,0,0,0,0,0,0,0,166.7,0,0.7,0,0,0,0,0,Aceites y grasas
Crema dulce,4,cucharadita,19,19,36,0.5,3.6,0.7,0,0,0,0,0,0,0,0,0,7.5,12.3,2.2,0.9,0.1,0,0,0,Aceites y grasas
Crema dulce para batir,4,cucharadita,19,19,36,0.5,3.6,0.7,0,0,0,0,0,0,0,0,0,7.5,12.3,2.2,0.9,0.1,0,0,0,Aceites y grasas
Crema de coco dulce,3,cucharadita,19,19,36,0.2,3.1,10.1,0,0,0,0,0,0,0,0,0,6.8,0,2.9,0.1,0,0,0,0,Aceites y grasas
Chispas de chocolate,5,Cucharadita,18,18,94,1.3,5.2,10.4,0,0,0,0,0,0,0,0,0,13.8,0,0,0,0,8.9,43,4,Azúcares con grasa
Pasta de cacahuate desgrasada,7,cucharadita,18,18,76,5.3,4.4,4.9,0,0,0,0,0,0,0,0,0,106.2,0,1.6,4.4,2.5,0,0,0,Aceites y grasas con proteína
Chispas de chocolate hershey,5,Cucharadita,17,17,89,0.8,4.8,10.7,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,8.7,43,5,Azúcares con grasa
Chocolate rallado,5,Cucharadita,17,17,87,0.9,5.4,9.9,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,7.7,43,4,Azúcares con grasa
Salsa bearnesa industrializada,4,cucharadita,17,17,61,2.3,1.5,9.9,0,0,0,0,0,0,0,0,0,564.4,0,0.2,0.7,0.5,0,0,0,Aceites y grasas con proteína
Mermelada,2 1/2,Cucharadita,17,17,41,0.1,0,10,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,8.1,48,5,Azúcares sin grasa
Salsa tártara industrializada,1,cucharadita,16,16,52,0,5.2,2.1,0,0,0,0,0,0,0,0,0,93,5.2,2.1,0,0,0,0,0,Aceites y grasas
Crema de coco natural,3,cucharadita,15,15,50,0.5,5.2,1,0,0,0,0,0,0,0,0,0,0.6,0,4.6,0.2,0.1,0,0,0,Aceites y grasas
Cacahuate acaramelado,5,cucharadita,14,14,75,3,6.5,2.5,0,0,0,0,0,0,0,0,0,57.8,0,1,3.5,2,0,0,0,Aceites y grasas con proteína
Miel de abeja,2,Cucharadita,14,14,43,0,0,11.5,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,11.5,55,6,Azúcares sin grasa
Pasta de cacahuate,5,cucharadita,13,13,73,3.5,6.2,2.2,0,0,0,0,0,0,0,0,0,59.8,0,1.1,3.1,1.8,0,0,0,Aceites y grasas con proteína
Pasta de almendras,4,cucharadita,13,13,62,1.2,3.8,6.5,0,0,0,0,0,0,0,0,0,1.4,0,0.3,2.4,0.8,0,0,0,Aceites y grasas con proteína
Cacahuate picado,5,cucharadita,12,12,74,3,6.2,2.7,0,0,0,0,0,0,0,0,0,101.9,0,0.9,3.1,1.9,0,0,0,Aceites y grasas con proteína
Avellana picada,5,cucharadita,12,12,71,2.4,6.4,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aceites y grasas con proteína
Semilla de girasol tostada,4,cucharadita,12,12,71,2.4,6,2.9,0,0,0,0,0,0,0,0,0,0.4,0,0.6,1.2,4,0,0,0,Aceites y grasas con proteína
Semilla de girasol,4,cucharadita,12,12,69,2.7,6,2.1,0,0,0,0,0,0,0,0,0,0.4,0,0.7,1.5,3.7,0,0,0,Aceites y grasas con proteína
Pepitas de melón,5,cucharadita,12,12,66,3.3,5.6,1.8,0,0,0,0,0,0,0,0,0,11.7,0,1.2,0.9,3.3,0,0,0,Aceites y grasas con proteína
Semilla de chía,5,cucharadita,12,12,66,3.3,5.6,1.8,0,0,0,0,0,0,0,0,0,11.7,0,1.2,0.9,3.3,0,0,0,Aceites y grasas con proteína
Salsa de cacahuate,2,cucharadita,11,11,63,2.6,5.3,2.3,0,0,0,0,0,0,0,0,0,52,0,1,2.5,1.5,0,0,0,Aceites y grasas con proteína
Salsa de ajonjolí,2,cucharadita,11,11,63,2.6,5.3,2.3,0,0,0,0,0,0,0,0,0,50.4,0,1,2.5,1.5,0,0,0,Aceites y grasas con proteína
Margarina baja en grasa,2 1/2,Cucharadita,11,11,42,0,5,0,0,0,0,0,0,0,0,0,0,108.3,0,0,0,0,0,0,0,Aceites y grasas
Leche consensada,2,cucharadita,11,11,36,0.9,1,6.1,0,0,0,0,0,0,0,0,0,14.2,0,0,0,0,6.1,61,4,Azúcares sin grasa
Almendra picada,4,cucharadita,10,10,62,2.1,5.2,1.8,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1.2,0,0,0,Aceites y grasas con proteína
Ajonjolí,4,cucharadita,10,10,61,2.7,5.7,1,0,0,0,0,0,0,0,0,0,3.9,0,0.8,2.2,2.5,0,0,0,Aceites y grasas con proteína
Aderezo vinagreta casera,2,cucharadita,10,10,45,0,5,0.3,0,0,0,0,0,0,0,0,0,0,0,0.9,1.5,2.4,0,0,0,Aceites y grasas
Chocolate en polvo sin azúcar,2,Cucharadita,10,10,40,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,3,Azúcares sin grasa
Cacao en polvo,2,Cucharadita,10,10,40,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,3,Azúcares sin grasa
Azúcar glass,4,Cucharadita,10,10,39,0,0,10,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,9.8,68,7,Azúcares sin grasa
Bebida para deportistas en polvo,2,Cucharadita,10,10,36,0,0,9.5,0,0,0,0,0,0,0,0,0,60.3,0,0,0,0,9,78,7,Azúcares sin grasa
Azúcar mascabado,2,Cucharadita,10,10,36,0,0,9.1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9.1,68,6,Azúcares sin grasa
Azúcar morena,3,Cucharadita,9,9,34,0,0,8.8,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,8.7,68,6,Azúcares sin grasa
Crema de leche en polvo,4,cucharadita,8,8,44,0.4,2.8,4.4,0,0,0,0,0,0,0,0,0,14.5,0,2.4,0.1,0,0,0,0,Aceites y grasas
Azúcar blanca,2,Cucharadita,8,8,33,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,68,6,Azúcares sin grasa
Azúcar de mesa,2,Cucharadita,8,8,33,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,68,6,Azúcares sin grasa
Azúcar granulada,2,Cucharadita,8,8,33,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,68,6,Azúcares sin grasa
Mantequilla con sal,1 1/2,Cucharadita,6,6,47,0.1,5.3,0,0,0,0,0,0,0,0,0,0,53.6,14.2,3.3,1.3,0.1,0,0,0,Aceites y grasas
Mantequilla,1 1/2,Cucharadita,6,6,47,0.1,5.3,0,0,0,0,0,0,0,0,0,0,0.6,14.2,3.3,1.3,0.1,0,0,0,Aceites y grasas
Mantequilla sin sal,1 1/2,Cucharadita,6,6,47,0.1,5.3,0,0,0,0,0,0,0,0,0,0,0.6,14.2,3.3,1.3,0.1,0,0,0,Aceites y grasas
Margarina con sal,1 1/2,Cucharadita,6,6,47,0.1,5.2,0.1,0,0,0,0,0,0,0,0,0,61.2,0,1,2.3,1.6,0,0,0,Aceites y grasas
Aceite de hígado de bacalao,1,Cucharadita,5,5,45,0,1.1,2.3,0,0,0,0,0,0,0,0,0,0,28.6,1.1,2.3,1.1,0,0,0,Aceites y grasas
Aceite de soya y algodón,1,Cucharadita,5,5,44,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.5,2.4,0,0,0,Aceites y grasas
Aceite de cacao,1,Cucharadita,5,5,44,0,3,1.6,0,0,0,0,0,0,0,0,0,0,0,0.1,1.6,0.1,0,0,0,Aceites y grasas
Aceite de palma,1,Cucharadita,5,5,44,0,2.5,1.9,0,0,0,0,0,0,0,0,0,0,0,0.5,1.9,0.5,0,0,0,Aceites y grasas
Aceite de algodón,1,Cucharadita,5,5,44,0,1.3,0.9,0,0,0,0,0,0,0,0,0,0,0,2.6,0.9,2.6,0,0,0,Aceites y grasas
Aceite de cacahuate,1,Cucharadita,5,5,44,0,0.9,2.3,0,0,0,0,0,0,0,0,0,0,0,1.6,2.3,1.6,0,0,0,Aceites y grasas
Aceite de oliva,1,Cucharadita,5,5,44,0,0.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0.4,3.7,0.4,0,0,0,Aceites y grasas
Aceite de oliva extra virgen,1,Cucharadita,5,5,44,0,0.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0.4,3.7,0.4,0,0,0,Aceites y grasas
Aceite de olivo,1,Cucharadita,5,5,44,0,0.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0.4,3.7,0.4,0,0,0,Aceites y grasas
Aceite de ajonjolí,1,Cucharadita,5,5,44,0,0.7,2,0,0,0,0,0,0,0,0,0,0,0,2.1,2,2.1,0,0,0,Aceites y grasas
Aceite de cártamo,1,Cucharadita,5,5,44,0,0.7,2,0,0,0,0,0,0,0,0,0,0,0,2.1,2,2.1,0,0,0,Aceites y grasas
Aceite de soya,1,Cucharadita,5,5,44,0,0.7,1.1,0,0,0,0,0,0,0,0,0,0,0,2.6,1.1,2.6,0,0,0,Aceites y grasas
Aceite de aguacate,1,Cucharadita,5,5,44,0,0.6,3.5,0,0,0,0,0,0,0,0,0,0,0,0.7,3.5,0.7,0,0,0,Aceites y grasas
Aceite de girasol 70% con aceite aleico,1,Cucharadita,5,5,44,0,0.6,2.3,0,0,0,0,0,0,0,0,0,0,0,1.8,2.3,1.8,0,0,0,Aceites y grasas
Aceite de maíz,1,Cucharadita,5,5,44,0,0.6,1.2,0,0,0,0,0,0,0,0,0,0,0,2.9,1.2,2.9,0,0,0,Aceites y grasas
Aceite de girasol,1,Cucharadita,5,5,44,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,3.3,1,3.3,0,0,0,Aceites y grasas
Aceite de girasol 60% con ácido linoleico,1,Cucharadita,5,5,44,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,3.3,1,3.3,0,0,0,Aceites y grasas
Aceite de almendra,1,Cucharadita,5,5,44,0,0.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0.9,3.5,0.9,0,0,0,Aceites y grasas
Aceite,1,Cucharadita,5,5,44,0,0.4,2.9,0,0,0,0,0,0,0,0,0,0,0,1.5,2.9,1.5,0,0,0,Aceites y grasas
Aceite comestible,1,Cucharadita,5,5,44,0,0.4,2.9,0,0,0,0,0,0,0,0,0,0,0,1.5,2.9,1.5,0,0,0,Aceites y grasas
Aceite de canola,1,Cucharadita,5,5,44,0,0.4,2.9,0,0,0,0,0,0,0,0,0,0,0,1.5,2.9,1.5,0,0,0,Aceites y grasas
Aceite de coco,1,Cucharadita,5,5,43,0,4.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.1,0,0,0,Aceites y grasas
Mantequilla derretida,1,Cucharadita,5,5,36,0,4.1,0,0,0,0,0,0,0,0,0,0,0.5,11,2.5,1,0.1,0,0,0,Aceites y grasas
Mayonesa,1,Cucharadita,5,5,34,0.1,3.6,0.2,0,0,0,0,0,0,0,0,0,27.8,12.1,0.6,2.2,0.7,0,0,0,Aceites y grasas
Manteca de cerdo,1,Cucharadita,4,4,39,0,4.3,0,0,0,0,0,0,0,0,0,0,0,4,1.7,2,0.5,0,0,0,Aceites y grasas
Margarina,1,Cucharadita,4,4,39,0,4.3,0,0,0,0,0,0,0,0,0,0,0,2.3,1.7,1.9,0.5,0,0,0,Aceites y grasas
Margarina sin sal,1,Cucharadita,4,4,39,0,4.3,0,0,0,0,0,0,0,0,0,0,0,2.3,1.7,1.9,0.5,0,0,0,Aceites y grasas
Manteca vegetal,1,Cucharadita,4,4,38,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.9,1.1,0,0,0,Aceites y grasas
Vinagreta baja en calorías,5,cucharada,80,80,38,0,0,7.5,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,Aceites y grasas
Salsa de pimienta verde,5,cucharada,75,75,72,2.3,4.4,6,0,0,0,0,0,0,0,0,0,280.4,13.3,2.7,1.2,0.1,0,0,0,Aceites y grasas con proteína
Salsa tártara sin grasa,4,cucharada,62,62,48,0,2,9.7,0,0,0,0,0,0,0,0,0,406.9,0,0.8,0,0,0,0,0,Aceites y grasas
Huevo congelado sin colesterol,4,cucharada,60,60,96,6.8,6.7,1.9,0,81,0,0,1.2,0,44,2,0,120,1,0,0,0,0,0,0,AOABG
Sustituto de huevo liquido,4,cucharada,60,60,51,7.1,2,0.4,0,130.2,0,0,1.3,0,31.9,24.8,0,106,0,0,0,0,0,0,0,AOABG
Aderezo italiano cremoso bajo en calorías,4,cucharada,60,60,40,2,2.2,6,0,0,0,0,0,0,0,0,0,560,0,0.8,0,0,0,0,0,Aceites y grasas
Queso de soya,2,cucharada,56,56,84,7,4.6,3.8,0,2,0,0,0,0,106,0,0,12,0,0,0,0,0,0,0,AOABG
Queso cottage cremoso,3,cucharada,54,54,56,6.8,2.5,1.5,0,25.1,0,0,0.1,0,32.8,4.9,0,217.9,7.7,0,0,0,0,0,0,AOABG
Chía,7,cucharada,49,12,69,3.5,5.9,1.9,0,0,0,0,0,0,0,0,0,12.3,0,1.2,0.9,3.5,0,0,0,Aceites y grasas con proteína
Queso cottage,3,cucharada,48,48,43,6.6,0.9,1.7,0,10.1,0,0,0.1,0,32.9,4.9,0,195,4,0,0,0,0,0,0,AOAMBG
Queso cottage 2% grasa,3,cucharada,48,48,43,6.6,0.9,1.7,0,10.1,0,0,0.1,0,32.9,4.9,0,195,4,0,0,0,0,0,0,AOAMBG
Salsa bechamel,3,cucharada,45,45,66,1.7,4.8,4.1,0,0,0,0,0,0,0,0,0,159.5,3.2,1.3,2,1.3,0,0,0,Aceites y grasas con proteína
Salsa blanca,3,cucharada,45,45,66,1.7,4.8,4.1,0,0,0,0,0,0,0,0,0,159.5,3.2,1.3,2,1.3,0,0,0,Aceites y grasas con proteína
Queso ricotta reducido en grasa,3,cucharada,45,45,62,5.1,3.6,2.3,0,48.3,0,0,0,0,122.3,0,0,56.3,13.8,0,0,0,0,0,0,AOABG
Aderezo,3,cucharada,45,45,48,0,4.5,2.1,0,0,0,0,0,0,0,0,0,354,3,0.6,0.9,2.7,0,0,0,Aceites y grasas
Aderezo italiano bajo en calorías,3,cucharada,45,45,48,0,4.5,2.1,0,0,0,0,0,0,0,0,0,354,3,0.6,0.9,2.7,0,0,0,Aceites y grasas
Huevo batido o revuelto cocido,3,cucharada,41,41,69,4.6,5,0.9,0,57.5,0,0,0.5,0,29.2,9.2,0,115.1,144.7,0,0,0,0,0,0,AOAMG
Higado de pavo,4,cucharada,35,35,59,8.4,2.1,1.2,0,4403.4,0,0,2.7,0,3.9,35.2,0,22.4,219.1,0,0,0,0,0,0,AOABG
Salsa de queso,2,cucharada,34,34,67,3.5,5.1,1.8,0,0,0,0,0,0,0,0,0,167.7,12.5,2.7,1.6,0.5,0,0,0,Aceites y grasas con proteína
Dip,2,cucharada,30,30,48,1,3.9,1.9,0,0,0,0,0,0,0,0,0,154.8,19.4,2.9,0,0,0,0,0,Aceites y grasas
Dip de cebolla,2,cucharada,30,30,48,1,3.9,1.9,0,0,0,0,0,0,0,0,0,154.8,19.4,2.9,0,0,0,0,0,Aceites y grasas
Dip preparado,2,cucharada,30,30,48,1,3.9,1.9,0,0,0,0,0,0,0,0,0,154.8,19.4,2.9,0,0,0,0,0,Aceites y grasas
